Description,Price,Rating,Reviews Count,URL,Image link
"(Renewed) Samsung Galaxy M20 (Ocean Blue, 4+64GB)","₹12,999",3.5 out of 5 stars,472,https://www.amazon.in/Renewed-Samsung-Galaxy-Ocean-Blue/dp/B07QYZ6S7W/ref=sr_1_85?keywords=samsung+m13&qid=1671030576&sr=8-85,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/61nzw1i2taL._AC_UY218_.jpg
"Samsung Galaxy A13 Green, 6GB RAM, 128GB Storage","₹16,990",,,https://www.amazon.in/Samsung-Galaxy-Green-128GB-Storage/dp/B0BDRN51XQ/ref=sr_1_86?keywords=samsung+m13&qid=1671030576&sr=8-86,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/811YcLl4qNL._AC_UY218_.jpg
"Samsung Galaxy A13 Green, 4GB RAM, 64GB Storage","₹13,980",3.0 out of 5 stars,1,https://www.amazon.in/Samsung-Galaxy-Green-64GB-Storage/dp/B0BDRRQTWZ/ref=sr_1_87?keywords=samsung+m13&qid=1671030576&sr=8-87,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/811YcLl4qNL._AC_UY218_.jpg
"Samsung Galaxy A03s (Black, 4GB RAM, 64GB Storage) Without Offer","₹11,549",3.8 out of 5 stars,432,https://www.amazon.in/Samsung-Galaxy-Black-Storage-Without/dp/B09C8J152X/ref=sr_1_89?keywords=samsung+m13&qid=1671030576&sr=8-89,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/91I10Luz6bL._AC_UY218_.jpg
"Samsung Galaxy A03 Core (Copper Bronze, 2GB RAM, 32GB Storage)","₹7,550",3.7 out of 5 stars,6,https://www.amazon.in/Samsung-Galaxy-Copper-Bronze-Storage/dp/B0BBB8GRH9/ref=sr_1_90?keywords=samsung+m13&qid=1671030576&sr=8-90,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71GFYocYzhL._AC_UY218_.jpg
"Samsung Galaxy A03s (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","₹12,499",3.8 out of 5 stars,432,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09C8KQHMR/ref=sr_1_91?keywords=samsung+m13&qid=1671030576&sr=8-91,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/91PCzkdmUwL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy M53 5G (Mystique Green, 8GB, 128GB Storage) | 108MP Camera | sAmoled+ 120Hz | 32MP Front Camera | 6nm Processor | 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹23,999",3.8 out of 5 stars,15,https://www.amazon.in/Samsung-Mystique-Processor-Purchased-Separately/dp/B0B6ZG6QDG/ref=sr_1_92?keywords=samsung+m13&qid=1671030576&sr=8-92,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/810Rscvmd4L._AC_UY218_.jpg
"Samsung Galaxy M33 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹18,999",4.1 out of 5 stars,"21,075",https://www.amazon.in/Samsung-Storage-6000mAh-Purchased-Separately/dp/B09TWDYSWQ/ref=sr_1_94?keywords=samsung+m13&qid=1671030576&sr=8-94,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81xvGbBFNhL._AC_UY218_.jpg
"Samsung Galaxy A13 Black, 6GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers, (SM-A135FZKJINS)","₹16,999",3.9 out of 5 stars,929,https://www.amazon.in/Samsung-Storage-Additional-Exchange-SM-A135FZKJINS/dp/B09VKJ1DCK/ref=sr_1_95?keywords=samsung+m13&qid=1671030576&sr=8-95,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81H6vveSIZL._AC_UY218_.jpg
"Samsung Galaxy M33 5G (Emerald Brown, 8GB, 128GB Storage) | 6000mAh Battery | 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹20,499",4.1 out of 5 stars,"21,075",https://www.amazon.in/Samsung-Emerald-Storage-Purchased-Separately/dp/B0B14C482C/ref=sr_1_96?keywords=samsung+m13&qid=1671030576&sr=8-96,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81lnKynSaqL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy F22 (Denim Blue, 4GB RAM, 64GB Storage)","₹11,790",2.7 out of 5 stars,14,https://www.amazon.in/Renewed-Samsung-Galaxy-Denim-Storage/dp/B09F3F57DZ/ref=sr_1_97?keywords=samsung+m13&qid=1671030576&sr=8-97,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31xresQTxuL._AC_UY218_.jpg
"Samsung Galaxy M13 5G (Midnight Blue, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus","₹15,999",4.0 out of 5 stars,"16,878",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjQ3MjkzOTY4MTMzNTYzOjE2NzEwMzA1Nzg6c3BfYXRmX25leHQ6MjAwNjMyMjA0MDM1OTg6OjA6Og&url=%2FSamsung-Midnight-Storage-5000mAh-Battery%2Fdp%2FB0B4F5L738%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dsamsung%2Bm13%26qid%3D1671030578%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71EjohFmm6L._AC_UY218_.jpg
"(Renewed) Samsung Galaxy F41 (Fusion Black, 6GB RAM, 128GB Storage)","₹18,250",3.2 out of 5 stars,93,https://www.amazon.in/Renewed-Samsung-Galaxy-Fusion-Storage/dp/B09127Z8VV/ref=sr_1_98?keywords=samsung+m13&qid=1671030578&sr=8-98,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51oejnroU8L._AC_UY218_.jpg
"Samsung Galaxy A13 Peach, 6GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers (SM-A135FZOJINS)","₹16,999",3.9 out of 5 stars,929,https://www.amazon.in/Samsung-Storage-Additional-Exchange-SM-A135FZOJINS/dp/B09VK5KB1W/ref=sr_1_99?keywords=samsung+m13&qid=1671030578&sr=8-99,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81nTHTbov6L._AC_UY218_.jpg
"(Renewed) Samsung Galaxy F12 (Sea Green, 64 GB) (4 GB RAM)","₹10,290",3.2 out of 5 stars,34,https://www.amazon.in/Renewed-Samsung-Galaxy-F12-Green/dp/B09B4ZCKZM/ref=sr_1_100?keywords=samsung+m13&qid=1671030578&sr=8-100,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21l791RJTBL._AC_UY218_.jpg
"Samsung Galaxy A23 Black, 6GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers","₹18,499",4.0 out of 5 stars,629,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09VKBL81J/ref=sr_1_102?keywords=samsung+m13&qid=1671030578&sr=8-102,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/91MIInCGpML._AC_UY218_.jpg
"Samsung Galaxy A73 5G Awesome White, 8GB RAM, 128GB Storage","₹41,999",3.9 out of 5 stars,116,https://www.amazon.in/Samsung-Galaxy-Awesome-White-Storage/dp/B0B4S4ZT4W/ref=sr_1_103?keywords=samsung+m13&qid=1671030578&sr=8-103,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/91inXgRH82L._AC_UY218_.jpg
"Samsung Galaxy A03 Black, 3GB RAM, 32GB Storage with No Cost EMI/Additional Exchange Offers","₹8,999",3.7 out of 5 stars,154,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09TKTXNZB/ref=sr_1_104?keywords=samsung+m13&qid=1671030578&sr=8-104,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/417iF-mQUkL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy S20 FE 5G (Cloud Lavender, 8GB RAM, 128GB Storage)","₹32,291.50",3.8 out of 5 stars,702,https://www.amazon.in/Renewed-Samsung-Galaxy-Lavender-Storage/dp/B094VTBM8L/ref=sr_1_105?keywords=samsung+m13&qid=1671030578&sr=8-105,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/61bGpCqa9NS._AC_UY218_.jpg
"Samsung Galaxy M53 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹26,499",3.9 out of 5 stars,"8,335",https://www.amazon.in/Samsung-Storage-sAmoled-Purchased-Separately/dp/B09XJ5LD6L/ref=sr_1_106?keywords=samsung+m13&qid=1671030578&sr=8-106,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81yL2dXKTHL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy M52 5G (Blazing Black, 6GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","₹20,999",3.3 out of 5 stars,39,https://www.amazon.in/Renewed-Samsung-Blazing-Storage-Snapdragon/dp/B09NMF2FV7/ref=sr_1_107?keywords=samsung+m13&qid=1671030578&sr=8-107,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71mGNOMrCyL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy F22 (Denim Black, 4GB RAM, 64GB Storage)","₹11,590",3.7 out of 5 stars,16,https://www.amazon.in/Renewed-Samsung-Galaxy-Denim-Storage/dp/B09F3FFYBV/ref=sr_1_108?keywords=samsung+m13&qid=1671030578&sr=8-108,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31WyYi1ntrL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy F12 (Sky Blue, 64 GB) (4 GB RAM)","₹9,850",3.6 out of 5 stars,30,https://www.amazon.in/Renewed-Samsung-Galaxy-F12-Blue/dp/B09B51KWT4/ref=sr_1_109?keywords=samsung+m13&qid=1671030578&sr=8-109,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21u-VdqsmkL._AC_UY218_.jpg
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹20,499",4.1 out of 5 stars,"21,075",https://www.amazon.in/Samsung-Mystique-Storage-Purchased-Separately/dp/B09TWHTBKQ/ref=sr_1_110?keywords=samsung+m13&qid=1671030578&sr=8-110,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81I3w4J6yjL._AC_UY218_.jpg
"Samsung Galaxy M32 5G (Slate Black, 8GB RAM, 128GB Storage) | Dimensity 720 Processor | 5000mAh Battery| Knox Security","₹20,999",4.1 out of 5 stars,"32,095",https://www.amazon.in/Samsung-Galaxy-Slate-Black-Storage/dp/B09CGM3H3Q/ref=sr_1_111?keywords=samsung+m13&qid=1671030578&sr=8-111,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71QT7dSK4BL._AC_UY218_.jpg
"Samsung Galaxy A33 5G Black, 8GB RAM, 128GB Storage","₹27,499",3.9 out of 5 stars,83,https://www.amazon.in/Samsung-Galaxy-Black-128GB-Storage/dp/B09WR4WJKZ/ref=sr_1_112?keywords=samsung+m13&qid=1671030578&sr=8-112,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81hoUVEzXNL._AC_UY218_.jpg
"Samsung Galaxy A13 Black, 4GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers, (SM-A135FZKHINS)","₹15,499",3.9 out of 5 stars,929,https://www.amazon.in/Samsung-Storage-Additional-Exchange-SM-A135FZKHINS/dp/B09VK6Q2NP/ref=sr_1_113?keywords=samsung+m13&qid=1671030578&sr=8-113,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81H6vveSIZL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera","₹11,999",3.6 out of 5 stars,299,https://www.amazon.in/Renewed-Samsung-Galaxy-Storage-Processor/dp/B094PX5VNP/ref=sr_1_113?keywords=samsung+m13&qid=1671030580&sr=8-113,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51lNtMHlWTS._AC_UY218_.jpg
"Samsung Galaxy S22 5G (Green, 8GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹57,998",4.3 out of 5 stars,"1,015",https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09SH9D45B/ref=sr_1_114?keywords=samsung+m13&qid=1671030580&sr=8-114,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71qZERyxy6L._AC_UY218_.jpg
"Samsung Galaxy A04s (Green, 4GB RAM, 64GB Storage)","₹12,899",4.0 out of 5 stars,1,https://www.amazon.in/Samsung-Galaxy-A04s-Green-Storage/dp/B0BGPPDSWV/ref=sr_1_115?keywords=samsung+m13&qid=1671030580&sr=8-115,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/915XauIOKHL._AC_UY218_.jpg
"(Renewed) Samsung Galaxy M52 5G (ICY Blue, 6GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","₹19,490",3.3 out of 5 stars,39,https://www.amazon.in/Renewed-Samsung-Storage-Snapdragon-sAMOLED/dp/B09NMF2592/ref=sr_1_116?keywords=samsung+m13&qid=1671030580&sr=8-116,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/816JIZbG0KL._AC_UY218_.jpg
"Samsung Galaxy M53 5G (Emerald Brown, 8GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹28,499",3.9 out of 5 stars,"8,335",https://www.amazon.in/Samsung-Emerald-Storage-Purchased-Separately/dp/B0B146VNMY/ref=sr_1_117?keywords=samsung+m13&qid=1671030580&sr=8-117,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81Bf1rWLA+L._AC_UY218_.jpg
"Samsung Galaxy A03s (Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","₹11,699",3.8 out of 5 stars,432,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09C8FWW2H/ref=sr_1_118?keywords=samsung+m13&qid=1671030580&sr=8-118,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/91PCzkdmUwL._AC_UY218_.jpg
"Samsung Galaxy A73 5G (128, 8GB Awesome Gray, New)","₹37,974",4.1 out of 5 stars,34,https://www.amazon.in/Samsung-Galaxy-A73-Awesome-Gray/dp/B09YNKD144/ref=sr_1_119?keywords=samsung+m13&qid=1671030580&sr=8-119,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51UYPGJmuKL._AC_UY218_.jpg
"Samsung Galaxy Note 8 (Midnight Black, 6GB RAM, 64GB Storage)","₹31,999",4.2 out of 5 stars,"3,540",https://www.amazon.in/Samsung-Galaxy-Midnight-Storage-Offers/dp/B071HWTHBF/ref=sr_1_121?keywords=samsung+m13&qid=1671030580&sr=8-121,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/815Aay6NVhL._AC_UY218_.jpg
"Samsung Galaxy M53 5G (Mystique Green, 8GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹28,499",3.9 out of 5 stars,"8,335",https://www.amazon.in/Samsung-Mystique-Storage-Purchased-Separately/dp/B09XJ36Q27/ref=sr_1_122?keywords=samsung+m13&qid=1671030580&sr=8-122,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/810Rscvmd4L._AC_UY218_.jpg
"Samsung Galaxy M53 5G (Emerald Brown, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹26,499",3.9 out of 5 stars,"8,335",https://www.amazon.in/Samsung-Emerald-Storage-Purchased-Separately/dp/B0B14PKNS5/ref=sr_1_123?keywords=samsung+m13&qid=1671030580&sr=8-123,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81Bf1rWLA+L._AC_UY218_.jpg
"Samsung Galaxy S20 FE 5G (Cloud Lavender, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers","₹37,990",4.2 out of 5 stars,"26,896",https://www.amazon.in/Samsung-Galaxy-Cloud-Lavender-Storage/dp/B08V9VMRQF/ref=sr_1_124?keywords=samsung+m13&qid=1671030580&sr=8-124,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81QVLzeVckL._AC_UY218_.jpg
"Samsung Galaxy S22 Ultra 5G (Phantom Black, 12GB, 256GB Storage) Galaxy Watch4","₹1,12,998",4.4 out of 5 stars,"1,388",https://www.amazon.in/Samsung-Galaxy-Phantom-Storage-Watch4/dp/B09SZTXHC4/ref=sr_1_125?keywords=samsung+m13&qid=1671030580&sr=8-125,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71JT7AirReL._AC_UY218_.jpg
"Samsung Galaxy S22 Ultra 5G (Burgundy, 12GB, 512GB Storage) with No Cost EMI/Additional Exchange Offers","₹1,18,999",4.4 out of 5 stars,"1,388",https://www.amazon.in/Samsung-Burgundy-Storage-Additional-Exchange/dp/B09SH9D5PT/ref=sr_1_126?keywords=samsung+m13&qid=1671030580&sr=8-126,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71J8tz0UeJL._AC_UY218_.jpg
"Samsung Galaxy M53 5G (Mystique Green, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","₹26,499",3.9 out of 5 stars,"8,335",https://www.amazon.in/Samsung-Mystique-Storage-Purchased-Separately/dp/B09XJ48QPR/ref=sr_1_127?keywords=samsung+m13&qid=1671030580&sr=8-127,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/810Rscvmd4L._AC_UY218_.jpg
